"play_uuid","play_ep","play_scrimmage_epa"
ec0742ed-8c4b-48a7-8b50-be165befb0e5,-1.2420566082,1.0781157017
"0e460790-603b-4816-8f97-a9138867d4fd",0.1639409661,-0.6442785263
"3eb00d18-ad3c-4485-9a8a-c76e06528a48",-0.4803375304,-0.81191957
"9f6349d2-b0c7-4041-9b6e-ef71bc2e79fd",,
"55c13a32-6280-4ecf-b1b9-22430d7bffa2",-1.2922570705,-1.2000186443
"1e4f92c6-3399-4043-89ad-355da2cf25e7",-2.4922757149,-0.0635070801
"6f7c9e7e-527a-41f5-9757-c1b733e916ec",2.555782795,-0.6847647429
"41bbb70a-fc0b-4cb7-b523-c3cbc0a3c0bf",1.8710180521000002,-0.8380992413
c8e654a4-3c0e-4345-a654-daedb40cfd12,1.0329188108,-1.4438016415
"5fc96708-e1db-4648-87f8-7a6892c4d3fe",-0.4108828008,0.1507455111
"0846e072-8c14-4326-bd94-6dcd501f80c1",0.2601372898,-0.4596508145
"07c5cee7-df74-4684-a9ba-694633a594d4",-0.1995135099,1.2487828732
"6db852c4-0710-40e2-9ba4-d79750e9138c",1.0492693186,0.1946138144
"77aa5123-63a2-4534-bff5-cfebf019afd7",1.2438831329,3.5552268028
c4c90160-6272-442a-8d2e-94f423e2a4ec,4.7991099358,2.1691851616
"8989a78f-c5f6-4f13-b49b-2e26235b499c",,
e37af78a-83bb-4527-b4a0-fe97f4f4bfc7,,
f4c503c0-45c7-4f91-bf5a-b2ab1195fc79,,
"1b791474-ae69-41b4-bfe3-204f91f2cc71",0.9624913335,-0.6254359484
"9accf54b-5d45-40f8-96c8-33f6eb598f5f",0.3370554149,-0.3751298785
"91325d76-682a-4548-8666-ca9650a21cba",-0.038074463600000004,-1.9530254602000001
"73eba980-9e22-48fd-bf3d-28ccc4082450",-1.9910999537,-0.06789672370000001
"35fe968c-e48c-4f46-9908-99e52c4b6a53",2.0589966774,1.3534166813000001
"1ef0ce44-c11d-4831-8e90-70bef51b3af0",3.4124133587,2.780598402
a7329af2-bda1-41ec-8e57-620cc97428c5,6.1930117607,0.7752833366
"0e93d829-6bd8-4eba-8b97-5cbbd82e9a82",,
ffb62608-8b1c-4075-8e68-df140d07fd1b,,
"9e68e5a7-34e4-43ec-aade-b5fa151e92ec",1.0432690382,-0.5846654177
"46642a00-fbc2-4eb5-a834-9d385e36050e",0.4586035907,-0.5213029385
ceeb3f14-c124-4294-bcc3-916d5e31e5fe,-0.06269933280000001,-1.0850747824
"872b0d82-b5f7-485c-b423-b3995395d975",-1.1477741003,-0.5430780649
"60f3d141-7465-4038-9242-b6a6db8327be",1.6908521652,0.3655266762
"47d751f2-e744-4d5e-890b-05a63f84a33b",2.0563788414,0.9648017883000001
e7d443cd-f4b2-4be6-9a73-845f0ed2a165,3.0211806297,-0.4039781094
dc40933f-69e5-4b0d-b2e8-a4e602884c5b,2.6172025204000002,-0.5669689178
"4718e5ea-adf7-4868-8cf0-cb3318aa9852",2.0502336025,-1.9137660265
e14b24a6-517f-40df-b01b-89992e2ec0aa,,
"1e6536bb-ef1a-47c8-a828-00f4e64c9883",0.13646759090000002,-0.45445209740000003
"8ed85e3d-68d2-48b4-bce2-d098b532e098",0.31798449160000003,0.4021864831
"48cb8652-2ae1-486e-974a-a7dca2c422bf",0.7201709747,-0.45543128250000003
"91ef24ab-bfcc-4b4b-b031-4f2c9694fff5",0.2647396922,-0.8088989854
"70531fea-8347-4f6f-84a8-7ac29c8375e3",-0.5441592932,-1.5735174417
"3c917484-0600-4599-83a0-541fe0f0048d",2.1176767349,1.3264796734
"78de680c-84d2-441b-887b-a6bcb7d82026",3.4441564083,0.5186109543
"9e2cce21-3f33-4edc-9452-eb43e1939848",3.9627673626,0.3693039417
"8b9e0733-bd6e-44c9-8749-a98d2f2b8e16",4.3320713043,2.636223793
"17a7c9b1-a710-4925-85be-32600ce1ff0a",,
"9b977ad5-f2c9-47e3-bac8-52c96cd4900a",,
"1457764b-1017-490f-b19e-058411fbc556",1.1791383028,-0.040788054500000004
a11d07b4-8bc9-4653-8005-3286892c2e7d,1.1383502483,-0.7437407374
c70da0e3-bc4a-4352-bfcf-f9e7fcd82348,0.3946095109,-0.3946095109
f4613a50-15db-42b9-a662-2297083b2fe4,,
"05510f2f-dd25-493e-87f6-442b71f27812",0.39238083360000003,-0.3372856379
"1faf95dc-dcaa-4083-b0ea-386fea1a46f1",0.0550952107,-0.09019110350000001
"48e1f7f4-ae05-47f6-99f1-2671246cd009",-0.0350958928,-1.2832896709
"66442b9d-c08e-4cef-8de9-3803d77f88d9",-1.3183856010000001,-0.0161818266
"341f69d1-8664-41da-aae2-0d78af562811",1.3345674276000001,-0.6653507352
"24e1296f-8000-4c30-b48f-a6f2e594f53b",0.6692166924,0.2456609011
e3d3c0d7-8e82-4b67-bddf-f24802623bf1,0.9148775935000001,-1.6592011452
"965b701d-ce9a-4979-a509-cdf031a4765b",,
de54700d-8aa3-4559-930b-838286c8b72a,-0.7443235517,0.3303861618
"16355569-e5e4-4bcc-b8fd-ec5bd7e9923a",0.4139373899,-1.3085801601
"77016356-ae9c-40d4-a697-db686621dbdb",-0.8946428299,-0.7630194426
"2b17f277-f90b-49c0-828a-60534a3aa236",-1.6576622725,-0.0017286539
"90dd7d1a-9139-415a-a6d5-a2185be10f63",-1.6593909264,-0.7449250221
"50c09556-37a0-47dd-bd97-934904d17a72",2.4043159485,-0.069573164
"853c91af-073b-4154-b914-71b33fef51f7",2.3347427845,-0.158629179
"971d53e9-9ceb-41ab-a774-380e1ad6a2c9",2.1761136055,1.1506502628
ae6fa3cc-b29f-41f0-b463-4f8fd63c30fa,3.3267638683,-0.5723936558
d35bc2d6-2bd9-4bbe-8d60-ab144eff8330,2.7543702126,0.1184303761
d3442617-9c81-406c-ba4c-9a580b81a46a,2.8728005886,1.4281461239
"5fab4ede-e3d3-4d16-b0bb-738a2879afdb",4.3009467125,-0.38120913510000004
"52d15e47-c5cf-4841-8c1a-8337450dec78",3.9197375774000003,0.9617879391
"9e0d044c-2bd7-485b-aa48-eb251d6d5b6e",4.8815255165,-0.3501939774
a0e8b874-b520-4735-9f44-b74f110aa2f5,4.5313315392,-0.3554062843
d3e5ccb6-3424-4eb8-8ed3-7458f2fe4ef0,4.1759252548,-1.3348338604
"023488f8-0c3f-4973-a271-09152303cde6",2.8410913944000002,0.1589086056
"33401c70-7365-4c67-b020-50a66ea8461a",,
"15741101-cda6-4405-8e46-eb22778bdcba",0.9849018455,-0.6553506851
a82bc87d-d46d-4a09-94c9-471a3a26f490,0.32955116030000003,-2.7607855797000003
d5c2d8b7-ce7a-4b1f-ba45-66c8d314ed92,2.4312343597,0.9273028374000001
"40c2db8c-a448-44ba-9e69-d7d940c0b27e",3.3585371971,-0.6103634834
"96422c5c-c20a-403a-be1e-b9e32fb69c99",2.7481737137,-0.7814605236000001
"2ecfff31-ee5a-49f9-b9ba-9068c29ce664",1.9667131901000001,-1.5917847157
"72082a1d-ee2f-4989-b98b-a9bd8bc8ce5e",0.3749284148,-0.6100608706
"178ce4ad-83eb-4b1a-88c4-48757786e958",0.2351324558,0.25554850700000004
"5e41ded4-aed6-4d31-8d28-3a2670357d76",0.4906809628,0.4898020923
"1cb279bd-6073-4085-8eea-5c51e9696164",0.9804830551,-0.37747687100000005
"56b22a53-74ab-4377-bdb7-e7279ed4983a",0.6030061841000001,4.2246189117
d529cda7-8538-4be9-ae2c-8573e651238d,4.8276252747,2.1406698227
"4c223110-2d95-462e-8f93-fa25fff0192a",,
"1438d4e3-936e-4c38-94c5-dadbe177f8f7",,
"45d2553e-075f-44b0-9909-c2c785b382c0",0.9799605608,-0.5516186357
"774ccfb6-0b70-4980-b4bf-0e6707700ef8",0.4283419251,0.4301179647
"40e2c78e-1e00-4ba5-857a-edfe8deae6db",0.8584598899,1.0303137302
"0f6a5179-942c-4b16-a49e-51b9a0e25d82",1.8887735605,-0.9164699316
"6827b13e-b735-4276-aba0-09c61a1aac39",0.9723036289,-1.0214605331
"422fa89a-0987-4fc7-81c8-f9014c116b40",-0.049156881900000005,2.3719069958
"3dd35e9f-b406-4f3d-a154-c06d0d7032dd",2.3227500916,4.6455450058
"8b77d879-9e95-4404-a070-ca8feba7c155",,
"62153cc2-fdb4-471b-b61e-9cc57b234f8c",,
fece5a3f-9ccd-48e6-a72b-c8d928b727e1,1.698521018,-0.5800038576000001
"49ddccd3-0c46-43ab-954e-54a21f3daec0",1.1185171604,-0.18729174140000002
"9951e058-ff1c-4469-a0a5-207629a1778a",0.9312254190000001,1.4976345301
"19ce4836-7d27-4a35-9eb7-d5c2e2765d78",2.4288599491,0.28153347970000003
a8a75e65-c400-479b-bd2b-959366edf470,2.7103934288,0.7536838055
"179c690b-eaaa-4104-9815-e703d44182f8",3.4640772343,-0.8462343216
"7674dc2f-3059-4f8e-bd41-956bf524b1df",2.6178429127,-0.7119039297
"7c7fd087-ea1a-4ae5-87f9-e3992938531e",1.905938983,5.0623559952
c14401de-a8d1-44ee-8465-e54cb57c89af,,
"33d725ad-360d-43f0-900b-5233c3427173",,
"2889bc29-501a-43fa-aeb5-8ca91e967f04",1.0326403379,-0.40226882700000005
"95d71da7-b297-432c-a877-d3970605a1d2",0.630371511,-0.6952777505000001
bdcb8393-1ddc-40a9-9888-c2e06d8251ce,-0.064906247,2.5150315762
cc1a0f93-ef02-435c-942d-5c1be66603ef,2.4501252174,-0.3852317333
af431180-657b-46fc-8864-e26048ab3b12,2.0648934841,-0.0248479843
"4c478fa1-fef1-495e-9071-cc2dbc957730",2.0400454998,0.7998976707000001
"66b16fe5-28fa-4a6b-8be6-58b994d0147e",2.8399431705,1.1765468121
"32e96dd0-29ea-4c83-87e9-c8d5961bb6a0",4.0164899826,-0.3715970516
"6241858e-4b58-45f0-b34f-34b68c3d596d",3.6448929310000002,-0.3960921764
bcd32aaa-3fa8-4374-a1df-e557e84928db,3.2488007545,1.5928769111999999
"263fb2fb-1295-40ac-975a-1472a7aa7146",4.8416776657,0.215051651
"3b1476a3-b835-4899-9e50-559a7335fcac",,
"0cff8750-70f7-4f97-b6b5-e575507c6246",5.0567293167,0.0770864487
"0f112a4b-831c-4a25-98c3-c52211232c1a",5.1338157654,-1.7258110046000001
"3d46ca85-2702-4180-9d65-f98fa26c93d3",,
b1928d77-aba6-4b95-9dbc-45f55a21e475,3.4080047607,-4.3368053436
"3fd3e9f5-5aef-4d04-8f40-8340d5f607b9",0.9288006425,-0.1156302691
"2990a1c9-efc6-4582-8835-c450658987c9",0.8131703734,-0.8131703734
"24691a98-2969-442e-8a7e-74e7133d2ae7",,
"48e004ae-0df7-4909-a84b-b430fdc21d55",1.0916996002000001,0.4395023584
"09271291-45be-4c5d-82be-ae921a2698e7",1.5312019587,2.6534748077
"93a6b152-cc58-4cc3-99ca-f6008eed8db5",4.1846766472,0.4466662407
b9907f5d-4916-4bc6-be39-5f3c8f79df3e,4.6313428879,2.3369522095
"8c5bb434-b272-47f2-8a0a-a7e318b26f26",,
"892e4872-3864-4e00-9dfd-9c7759500fd9",,
f69a863a-9133-4781-bb9f-65aa5ff85d96,0.9345375299,-0.6613265872
b0f548d9-9c11-4253-b007-e028871006c6,0.2732109427,-0.7571407557000001
